,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Deck,Number,Side,Surname,TotalSpending
4942,5268_01,0,0,2,14,0,1,5,1013,1,735,58
4943,5269_01,0,0,2,21,0,1,4,336,1,671,662
4944,5271_01,0,0,2,28,0,0,5,1075,0,2026,921
4945,5272_01,2,1,2,20,0,1,5,1076,0,2187,0
4946,5273_01,0,0,2,26,0,0,5,1077,0,811,828
4947,5274_01,0,0,2,25,0,0,5,1078,0,978,923
4948,5275_01,0,0,2,29,0,0,5,1014,1,271,724
4949,5276_01,1,0,0,39,1,1,1,179,0,1596,4841
4950,5277_01,0,0,2,18,0,1,5,1079,0,1358,1319
4951,5278_01,1,1,0,37,0,1,1,203,1,1973,0
4952,5279_01,0,0,2,28,0,0,6,852,0,736,774
4953,5280_01,0,0,2,18,0,1,5,1015,1,1849,2728
4954,5281_01,0,0,2,30,0,0,5,1080,0,942,1060
4955,5282_01,0,0,2,35,0,1,4,337,1,2041,865
4956,5282_02,0,0,2,26,0,1,5,1016,1,2041,683
4957,5282_03,0,1,0,0,0,1,6,860,1,2041,0
4958,5287_01,0,0,1,42,0,1,6,861,1,2152,264
4959,5288_01,0,0,2,36,0,1,5,1081,0,1239,777
4960,5290_01,0,0,2,31,0,0,5,1083,0,1497,1180
4961,5291_01,0,0,0,27,0,0,6,854,0,806,3969
4962,5292_01,1,0,2,25,0,1,2,206,1,812,4548
4963,5297_01,0,1,2,32,0,1,6,856,0,301,0
4964,5298_01,0,1,2,14,0,1,6,862,1,1998,0
4965,5299_01,0,1,2,16,0,1,6,863,1,481,0
4966,5300_01,0,1,0,51,0,1,6,864,1,1144,0
4967,5301_01,1,1,2,21,0,1,1,181,0,1610,0
4968,5301_02,1,1,0,31,0,1,1,181,0,1610,0
4969,5303_01,0,0,2,9,0,0,8,82,2,983,0
4970,5303_02,0,0,2,7,0,1,6,857,0,983,0
4971,5303_03,0,0,2,3,0,1,6,857,0,1168,0
4972,5303_04,0,1,2,2,0,1,6,857,0,1168,0
4973,5303_05,0,0,0,7,0,0,6,857,0,1168,0
4974,5304_01,2,0,2,18,0,0,5,1019,1,253,1760
4975,5304_02,2,1,2,33,0,1,5,1019,1,253,0
4976,5305_01,0,0,2,23,0,1,5,1084,0,1844,2897
4977,5307_01,1,1,2,13,0,1,1,204,1,789,0
4978,5310_01,2,0,2,32,0,0,5,1021,1,2019,5341
4979,5312_01,1,1,2,27,0,1,1,182,0,1606,0
4980,5313_01,0,0,2,23,0,1,5,1085,0,895,552
4981,5314_01,1,0,2,25,0,1,2,208,1,63,3793
4982,5315_01,0,0,2,18,0,0,5,1086,0,2040,778
4983,5316_01,2,1,0,23,0,1,5,1087,0,1820,0
4984,5320_01,1,1,0,31,0,1,4,330,0,322,0
4985,5320_02,1,0,2,32,0,0,4,330,0,1456,1751
4986,5322_01,2,1,2,22,0,1,5,1090,0,1486,0
4987,5323_01,2,1,2,38,0,1,5,1091,0,484,0
4988,5325_01,0,0,1,21,0,1,5,1023,1,185,757
4989,5326_01,2,1,2,28,0,1,5,1092,0,1126,0
4990,5327_01,1,0,2,38,0,0,1,183,0,2030,0
4991,5330_01,0,0,2,20,0,1,5,1094,0,1428,809
4992,5331_01,0,0,2,23,0,0,5,1095,0,2200,633
4993,5333_01,0,0,2,48,0,1,6,862,0,47,500
4994,5334_01,0,1,0,15,0,1,6,867,1,470,0
4995,5334_02,0,0,2,30,0,1,6,867,1,470,723
4996,5337_01,2,0,2,40,0,1,5,1024,1,242,2597
4997,5340_01,0,0,2,36,0,0,6,868,1,344,710
4998,5341_01,0,1,2,20,0,1,6,869,1,885,0
4999,5343_01,2,0,2,17,0,0,4,332,0,1697,946
5000,5344_01,1,0,0,38,0,0,2,168,0,1614,10947
5001,5344_02,1,1,0,38,0,1,2,168,0,1614,0
5002,5345_01,2,0,2,14,0,0,3,167,0,382,868
5003,5345_02,2,0,2,27,0,0,4,333,0,382,1590
5004,5346_01,0,0,2,21,0,1,4,334,0,1107,827
5005,5347_01,1,0,2,18,0,0,2,169,0,321,7548
5006,5348_01,2,0,2,26,0,1,3,168,0,1762,1056
5007,5350_01,1,0,2,35,0,0,2,170,0,746,4548
5008,5351_01,2,0,0,46,0,0,5,1026,1,1149,2662
5009,5353_01,1,1,0,13,0,1,1,205,1,1677,0
5010,5353_02,1,0,2,39,0,1,1,205,1,1677,9670
5011,5354_01,2,0,1,49,0,0,3,161,1,1199,1775
5012,5354_02,2,0,2,28,0,0,4,339,1,1157,0
5013,5355_01,0,0,2,27,0,1,5,1098,0,554,796
5014,5355_02,0,1,2,21,0,1,6,865,0,554,0
5015,5356_01,0,0,2,29,0,0,4,340,1,2188,4549
5016,5359_01,0,0,2,27,0,0,5,1099,0,979,803
5017,5360_01,2,1,2,38,0,1,5,1100,0,1390,0
5018,5361_01,0,0,1,18,0,1,5,1101,0,238,150
5019,5362_01,1,1,0,35,0,1,4,336,0,1603,0
5020,5363_01,2,1,2,37,0,1,5,1102,0,57,0
5021,5365_01,0,0,2,60,0,0,4,337,0,2169,996
5022,5366_01,1,1,2,31,0,1,4,338,0,325,0
5023,5367_01,1,1,2,4,0,1,2,209,1,782,0
5024,5367_02,0,0,2,34,0,1,2,209,1,782,4766
5025,5367_03,1,0,0,46,0,1,2,209,1,782,9391
5026,5368_01,0,0,2,18,0,0,6,870,1,2217,2344
5027,5372_01,2,0,2,38,0,0,4,342,1,1336,373
5028,5374_01,0,0,2,29,0,1,5,1029,1,1213,1005
5029,5375_01,1,1,2,13,0,1,2,210,1,2048,0
5030,5375_02,1,1,2,26,0,1,2,210,1,2048,0
5031,5378_01,1,0,2,30,0,0,2,173,0,20,6855
5032,5379_01,0,0,2,42,0,0,5,1030,1,1315,3417
5033,5380_01,2,0,2,36,0,0,5,1104,0,1143,1148
5034,5383_01,0,0,0,23,0,0,5,1105,0,755,1431
5035,5384_01,1,0,2,34,1,1,0,65,1,588,6544
5036,5384_02,1,0,2,26,0,1,0,65,1,588,5041
5037,5385_01,2,0,2,31,0,0,3,170,0,317,3224
5038,5387_01,2,0,2,48,0,0,3,171,0,1926,746
5039,5388_01,0,1,2,10,0,1,6,871,1,367,0
5040,5389_01,2,0,2,27,0,1,5,1106,0,1622,1348
5041,5389_02,2,0,2,32,0,0,5,1106,0,1622,2598
5042,5390_01,0,1,2,24,0,1,6,872,1,1463,0
5043,5390_02,0,1,1,20,0,1,6,872,1,1463,0
5044,5390_03,0,0,2,48,0,1,5,1032,1,1463,891
5045,5392_01,2,0,2,35,1,0,4,343,1,1946,1298
5046,5394_01,2,0,2,14,0,1,3,172,0,1395,2399
5047,5395_01,2,0,2,28,0,1,3,173,0,2045,2578
5048,5396_01,2,0,2,27,0,0,5,1109,0,715,1129
5049,5397_01,2,1,2,42,0,1,3,162,1,1088,0
5050,5397_02,2,1,2,8,0,1,3,162,1,1088,0
5051,5397_03,2,1,0,30,0,1,3,162,1,1088,0
5052,5401_01,0,0,2,44,0,0,6,869,0,1786,812
5053,5402_01,2,0,2,40,0,0,5,1034,1,661,1348
5054,5404_01,0,0,2,38,0,0,5,1111,0,840,804
5055,5406_01,0,0,1,22,0,0,5,1035,1,1173,598
5056,5408_01,2,0,2,32,0,0,3,174,0,837,3015
5057,5408_02,2,0,2,16,0,0,3,174,0,837,3367
5058,5410_01,2,0,2,33,0,0,3,163,1,765,2383
5059,5411_01,1,0,2,38,0,0,1,206,1,1798,6087
5060,5412_01,0,0,2,23,0,1,6,870,0,1497,808
5061,5413_01,0,0,2,16,0,1,6,871,0,222,928
5062,5414_01,0,0,1,16,0,0,6,872,0,271,769
5063,5414_02,0,0,2,11,0,0,6,872,0,271,0
5064,5414_03,0,0,2,22,0,0,5,1112,0,271,1235
5065,5414_04,0,0,2,43,0,0,5,1112,0,271,1544
5066,5414_05,0,1,1,20,0,1,6,872,0,271,0
5067,5415_01,0,0,2,22,0,0,5,1113,0,933,1069
5068,5416_01,2,0,2,0,0,1,5,1114,0,1767,0
5069,5416_02,2,0,2,30,0,0,4,340,0,1767,1298
5070,5416_03,2,1,2,18,0,1,5,1114,0,1767,0
5071,5416_04,2,0,0,0,0,1,5,1114,0,1767,0
5072,5418_01,2,0,2,41,0,0,4,349,1,296,1298
5073,5420_01,0,0,2,39,0,1,5,1036,1,1309,830
5074,5421_01,0,0,2,37,0,0,6,873,1,1932,3762
5075,5422_01,1,1,0,26,0,1,3,164,1,1905,0
5076,5423_01,2,0,2,49,0,0,5,1116,0,1617,742
5077,5423_02,2,0,2,28,0,1,4,341,0,1617,2082
5078,5424_01,2,0,1,13,0,0,5,1117,0,536,1698
5079,5424_02,0,0,2,64,0,0,4,342,0,536,1172
5080,5425_01,0,0,1,24,0,0,5,1037,1,2217,746
5081,5427_01,0,1,2,18,0,1,5,1118,0,1945,0
5082,5427_02,2,0,2,18,0,0,5,1118,0,186,3674
5083,5427_03,2,0,2,25,0,0,5,1118,0,1945,1119
5084,5430_01,0,1,2,19,0,0,6,873,0,450,0
5085,5431_01,0,0,0,33,0,1,4,350,1,2164,722
5086,5434_01,0,1,2,27,0,1,6,874,0,818,0
5087,5435_01,2,0,2,50,0,0,5,1121,0,186,1406
5088,5436_01,0,0,2,30,0,0,8,82,2,854,829
5089,5437_01,2,0,2,44,0,1,5,1123,0,1891,1288
5090,5438_01,0,1,1,52,0,0,6,875,0,1629,0
5091,5440_01,0,1,2,7,0,1,6,875,1,150,0
5092,5440_02,0,0,0,30,0,0,5,1041,1,150,716
5093,5440_03,0,0,2,27,0,0,5,1041,1,150,1109
5094,5441_01,1,1,0,24,0,1,1,207,1,1909,0
5095,5443_01,0,0,0,13,0,0,5,1124,0,972,699
5096,5445_01,0,0,2,61,0,0,5,1125,0,23,869
5097,5446_01,0,1,2,32,0,1,6,876,0,274,0
5098,5447_01,2,1,0,17,0,1,5,1126,0,629,0
5099,5447_02,2,0,2,36,0,1,5,1126,0,489,0
5100,5450_01,0,1,1,16,0,1,6,877,0,1114,0
5101,5451_01,0,0,1,21,0,1,5,1127,0,1733,697
5102,5452_01,1,0,2,24,0,1,2,212,1,1232,0
5103,5453_01,0,0,0,28,0,0,5,1044,1,810,1128
5104,5454_01,2,0,2,27,0,0,4,343,0,1158,2347
5105,5455_01,2,0,0,13,0,0,4,344,0,1397,10801
5106,5457_01,0,0,2,39,0,0,5,1129,0,1010,740
5107,5458_01,0,0,2,24,0,0,4,351,1,576,987
5108,5459_01,1,0,2,38,0,0,2,213,1,1955,4079
5109,5462_01,2,0,2,20,0,0,5,1131,0,1483,1492
5110,5463_01,0,0,2,21,0,1,5,1045,1,99,724
5111,5465_01,2,0,2,27,0,0,5,1132,0,390,2570
5112,5465_02,0,0,2,49,0,0,5,1132,0,390,1819
5113,5465_03,2,1,2,6,0,1,5,1132,0,390,0
5114,5466_01,1,1,0,41,0,1,1,185,0,1242,0
5115,5466_02,1,0,0,33,1,0,1,185,0,202,9728
5116,5466_03,1,0,2,6,0,1,1,185,0,202,0
5117,5466_04,1,0,0,35,0,0,1,185,0,202,17003
5118,5466_05,1,0,2,46,0,0,1,185,0,1242,12497
5119,5467_01,0,0,2,31,0,0,5,1046,1,815,2725
5120,5468_01,1,1,2,32,0,1,1,208,1,2078,0
5121,5469_01,1,1,0,31,0,1,0,50,0,1973,0
5122,5470_01,0,1,2,20,0,0,6,878,0,2090,0
5123,5471_01,0,0,2,57,0,0,6,877,1,1214,685
5124,5472_01,0,0,1,37,0,1,5,1047,1,47,570
5125,5474_01,0,1,2,21,0,1,8,82,2,1965,0
5126,5475_01,0,0,2,43,0,0,5,1134,0,1215,1
5127,5476_01,0,0,2,49,0,1,6,879,1,1353,1024
5128,5477_01,0,0,2,17,0,1,6,880,1,142,886
5129,5478_01,2,0,2,29,0,0,5,1048,1,1622,1773
5130,5479_01,0,1,0,36,0,1,6,881,1,1738,0
5131,5480_01,1,0,2,37,0,0,8,82,2,642,21455
5132,5483_01,0,0,1,17,0,0,5,1135,0,2125,683
5133,5484_01,2,1,0,45,0,1,5,1050,1,1345,0
5134,5485_01,0,0,2,20,0,0,6,880,0,1583,809
5135,5487_01,2,1,2,24,0,1,5,1136,0,1393,0
5136,5488_01,1,1,2,28,0,1,1,186,0,1003,0
5137,5488_02,1,0,2,15,0,1,1,186,0,1003,7358
5138,5488_03,1,0,2,53,0,0,1,186,0,1003,11789
5139,5488_04,1,1,2,51,0,1,1,186,0,1003,0
5140,5489_01,0,1,2,14,0,1,6,881,0,2157,0
5141,5489_02,0,1,2,1,0,0,6,881,0,2157,0
5142,5490_01,2,0,2,26,0,0,5,1137,0,645,2219
5143,5491_01,0,0,2,20,0,0,6,882,1,1881,887
5144,5492_01,0,0,2,23,0,0,5,1052,1,1620,1344
5145,5494_01,0,0,2,22,0,1,5,1053,1,1114,822
5146,5496_01,0,1,0,22,0,1,6,882,0,376,0
5147,5497_01,1,1,2,13,0,1,1,210,1,495,0
5148,5497_02,1,0,2,28,0,1,1,210,1,495,0
5149,5499_01,0,1,2,40,0,1,6,884,1,972,0
5150,5500_01,2,0,0,21,0,0,3,175,0,523,4157
5151,5501_01,0,0,2,35,0,1,6,885,1,25,887
5152,5504_01,0,0,2,22,0,0,5,1140,0,158,1449
5153,5506_01,1,1,2,37,0,1,3,166,1,1901,0
5154,5507_01,2,0,2,21,0,0,4,356,1,1767,0
5155,5508_01,0,0,2,50,0,0,8,82,2,1590,982
5156,5509_01,0,0,2,27,0,1,5,1055,1,612,800
5157,5510_01,0,1,2,20,0,1,6,887,1,1067,0
5158,5511_01,0,1,2,15,0,1,6,884,0,811,0
5159,5511_02,0,0,1,25,0,0,4,346,0,811,1631
5160,5512_01,1,0,0,31,0,0,0,67,1,400,4616
5161,5512_02,1,0,0,27,0,1,1,211,1,400,9951
5162,5514_01,0,1,2,18,0,1,6,889,1,1348,0
5163,5514_02,0,1,1,2,0,1,6,889,1,1348,0
5164,5514_03,0,0,2,27,0,1,6,889,1,1348,927
5165,5514_04,0,0,2,0,0,1,6,889,1,1348,0
5166,5515_01,0,0,2,22,0,0,5,1141,0,1609,804
5167,5517_01,2,0,2,27,0,0,4,357,1,241,0
5168,5520_01,0,0,2,56,0,1,6,890,1,1396,782
5169,5521_01,0,0,2,28,0,0,5,1058,1,200,800
5170,5522_01,0,0,0,42,0,1,4,358,1,979,666
5171,5522_02,0,0,2,20,0,1,5,1059,1,979,703
5172,5522_03,0,0,2,27,0,1,5,1059,1,979,1102
5173,5523_01,0,0,1,29,0,0,6,885,0,1503,422
5174,5524_01,0,0,0,36,0,1,5,1060,1,956,645
5175,5526_01,0,0,2,23,0,0,5,1061,1,1966,149
5176,5526_02,0,1,2,64,0,1,6,891,1,1966,0
5177,5527_01,0,0,2,19,0,0,6,886,0,579,1757
5178,5527_02,0,1,0,1,0,0,6,886,0,579,0
5179,5527_03,0,1,2,49,0,0,6,886,0,2217,0
5180,5527_04,0,1,0,0,0,1,6,886,0,579,0
5181,5528_01,0,0,2,18,0,0,5,1143,0,1506,758
5182,5529_01,1,0,0,39,0,0,2,174,0,2068,7592
5183,5530_01,2,0,2,37,0,0,4,347,0,1311,1013
5184,5530_02,2,1,2,44,0,1,5,1144,0,1311,0
5185,5531_01,2,0,1,43,0,0,5,1145,0,255,1434
5186,5531_02,2,1,2,33,0,1,5,1145,0,255,0
5187,5535_01,0,0,2,20,0,1,6,893,1,65,907
5188,5535_02,0,0,2,0,0,1,6,893,1,65,0
5189,5535_03,0,0,0,4,0,1,6,893,1,65,0
5190,5536_01,2,1,2,20,0,1,5,1062,1,1637,0
5191,5537_01,2,0,2,50,0,0,5,1063,1,108,1910
5192,5538_01,2,1,2,47,0,1,5,1146,0,830,0
5193,5538_02,2,1,2,17,0,1,5,1146,0,830,0
5194,5539_01,1,0,2,26,0,0,1,187,0,1430,9855
5195,5540_01,0,0,2,21,0,1,4,360,1,45,399
5196,5541_01,2,1,2,20,0,1,5,1147,0,1156,0
5197,5543_01,1,1,2,26,0,1,2,175,0,1555,0
5198,5544_01,2,0,2,27,1,0,5,1149,0,1950,1710
5199,5545_01,0,0,1,34,0,1,6,894,1,1713,773
5200,5545_02,0,1,2,11,0,1,6,894,1,1713,0
5201,5545_03,0,1,2,0,0,1,6,894,1,1713,0
5202,5546_01,1,0,0,28,0,0,3,176,0,239,9621
5203,5550_01,0,0,2,33,0,1,6,895,1,1578,881
5204,5551_01,0,1,2,22,0,1,6,888,0,738,0
5205,5552_01,2,0,2,28,0,0,5,1150,0,1587,0
5206,5552_02,2,1,2,11,0,1,5,1150,0,1587,0
5207,5552_03,2,0,2,60,0,0,5,1150,0,1587,2364
5208,5555_01,0,0,2,43,0,1,6,896,1,189,922
5209,5556_01,0,0,2,27,0,0,4,361,1,916,1608
5210,5557_01,0,1,2,37,0,1,6,890,0,1240,0
5211,5559_01,0,1,0,23,0,1,6,897,1,2217,0
5212,5560_01,2,0,2,57,0,0,3,168,1,177,2729
5213,5561_01,1,1,2,29,0,1,0,51,0,788,0
5214,5561_02,1,0,2,28,0,0,0,51,0,788,7850
5215,5561_03,1,0,2,42,0,0,0,51,0,788,9069
5216,5561_04,1,0,2,43,0,0,0,51,0,788,3488
5217,5563_01,1,1,2,26,0,1,2,176,0,365,0
5218,5566_01,1,0,0,72,0,0,4,349,0,864,6192
5219,5568_01,1,0,2,49,0,0,1,188,0,495,7318
5220,5568_02,1,1,0,29,1,1,1,188,0,495,0
5221,5569_01,0,1,2,18,0,0,6,891,0,1266,0
5222,5571_01,0,0,0,26,0,1,6,900,1,1405,909
5223,5572_01,2,1,0,19,0,1,5,1153,0,1474,0
5224,5573_01,0,0,0,18,0,0,5,1154,0,854,823
5225,5574_01,0,0,0,14,0,0,5,1155,0,1570,1539
5226,5575_01,2,0,2,44,0,0,5,1156,0,1387,2365
5227,5575_02,2,1,2,34,0,1,5,1156,0,1387,0
5228,5578_01,0,1,0,18,0,1,6,892,0,804,0
5229,5580_01,0,1,1,36,0,1,6,902,1,2101,0
5230,5581_01,1,1,0,27,0,1,1,212,1,781,0
5231,5582_01,0,0,2,35,0,0,6,893,0,964,1437
5232,5583_01,1,0,2,52,0,1,3,170,1,1064,4164
5233,5585_01,0,0,1,22,0,0,6,894,0,1577,773
5234,5585_02,0,0,2,34,0,1,5,1158,0,1577,806
5235,5586_01,0,0,1,37,0,0,6,895,0,1700,753
5236,5587_01,0,0,0,22,0,0,5,1159,0,553,739
5237,5589_01,0,0,2,26,0,1,5,1160,0,959,880
5238,5591_01,0,0,0,14,0,0,4,363,1,672,791
5239,5592_01,2,1,0,53,0,1,5,1161,0,1652,0
5240,5594_01,0,0,2,17,0,0,5,1163,0,1201,2005
5241,5595_01,0,0,2,30,0,0,5,1067,1,501,871
5242,5596_01,1,0,2,65,0,0,3,179,0,1886,3786
5243,5598_01,0,0,2,19,0,1,6,903,1,2026,710
5244,5599_01,1,0,0,36,0,0,4,364,1,328,2608
5245,5601_01,0,1,2,3,0,1,6,904,1,2097,0
5246,5601_02,0,0,2,6,0,1,6,904,1,2097,0
5247,5601_03,0,0,0,4,0,1,8,82,2,2097,0
5248,5601_04,0,0,2,21,0,1,5,1069,1,2097,2786
5249,5601_05,0,1,0,8,0,1,6,904,1,2097,0
5250,5602_01,1,1,2,35,0,1,1,190,0,1806,0
5251,5602_02,1,0,0,18,0,1,1,190,0,1806,4046
5252,5603_01,0,0,2,34,0,0,4,365,1,425,12473
5253,5606_01,1,1,0,45,0,1,1,213,1,1492,0
5254,5606_02,1,0,2,31,0,1,1,213,1,555,2412
5255,5608_01,0,0,2,14,0,1,5,1164,0,1276,902
5256,5609_01,0,0,2,23,0,0,6,897,0,1758,770
5257,5610_01,1,1,2,61,0,1,1,214,1,577,0
5258,5610_02,1,0,0,54,1,0,1,214,1,577,22751
5259,5611_01,1,1,2,28,0,1,3,171,1,430,0
5260,5611_02,1,0,2,46,0,0,3,171,1,430,9021
5261,5613_01,0,0,2,32,0,1,5,1072,1,919,1180
5262,5614_01,0,1,0,49,0,1,6,906,1,477,0
5263,5615_01,0,1,0,20,0,1,6,907,1,2128,0
5264,5616_01,0,0,1,25,0,1,5,1073,1,784,937
5265,5618_01,0,0,2,19,0,1,5,1075,1,1218,804
5266,5619_01,0,1,0,28,0,1,6,908,1,769,0
5267,5622_01,0,0,2,68,0,1,5,1076,1,1412,970
5268,5623_01,0,1,2,16,0,1,6,898,0,876,0
5269,5625_01,2,1,2,19,0,0,4,352,0,345,0
5270,5625_02,2,0,1,49,0,0,4,352,0,1394,0
5271,5625_03,2,0,2,15,0,0,4,352,0,345,2206
5272,5625_04,2,1,2,26,0,1,4,352,0,345,0
5273,5625_05,2,0,2,22,0,0,4,352,0,2217,1182
5274,5626_01,0,1,1,23,0,1,6,911,1,2111,0
5275,5627_01,0,0,2,31,0,0,6,899,0,1920,0
5276,5628_01,0,1,2,27,0,0,6,900,0,1591,0
5277,5629_01,0,1,2,28,0,1,6,901,0,1941,0
5278,5631_01,0,0,2,20,0,0,5,1166,0,201,2758
5279,5637_01,0,0,2,43,0,0,5,1168,0,1851,724
5280,5639_01,0,0,2,22,0,1,6,913,1,670,622
5281,5640_01,1,1,2,27,0,1,4,368,1,1718,0
5282,5642_01,1,1,2,35,0,1,1,216,1,1984,0
5283,5642_02,1,1,0,37,0,1,8,82,2,1984,0
5284,5643_01,2,0,2,24,0,1,5,1077,1,1109,1753
5285,5643_02,2,0,0,18,0,0,5,1077,1,2217,2820
5286,5643_03,2,0,2,15,0,0,5,1077,1,1109,698
5287,5644_01,2,0,2,28,0,0,5,1169,0,906,1915
5288,5645_01,0,0,2,24,0,1,5,1078,1,2119,2251
5289,5646_01,2,1,0,39,0,1,5,1079,1,2217,0
5290,5647_01,1,1,2,35,0,1,2,178,0,1242,0
5291,5647_02,1,0,0,52,0,1,2,178,0,1242,2776
5292,5647_03,1,0,2,48,0,0,2,178,0,2010,4329
5293,5648_01,1,0,0,27,0,0,2,179,0,236,6072
5294,5648_02,1,0,0,50,0,0,2,179,0,236,8564
5295,5650_01,0,0,2,24,0,0,6,902,0,481,1816
5296,5651_01,0,0,1,26,0,1,6,915,1,764,847
5297,5652_01,0,0,2,24,0,0,5,1171,0,760,565
5298,5653_01,0,1,2,15,0,0,6,903,0,2128,0
5299,5655_01,0,0,1,42,0,0,5,1172,0,260,1233
5300,5659_01,0,0,2,51,0,0,5,1175,0,17,880
5301,5661_01,0,0,1,43,0,1,4,355,0,641,691
5302,5661_02,0,1,0,31,0,0,6,905,0,641,0
5303,5662_01,0,1,2,14,0,1,6,916,1,2195,0
5304,5662_02,0,0,2,31,0,0,5,1080,1,2195,692
5305,5663_01,1,0,2,33,0,1,0,71,1,1694,1725
5306,5667_01,0,0,0,21,0,0,6,906,0,452,4393
5307,5671_01,0,0,2,13,0,0,6,907,0,1,1800
5308,5673_01,0,0,2,29,0,1,5,1083,1,229,831
5309,5674_01,1,0,2,22,0,0,1,217,1,2085,21842
5310,5677_01,2,0,2,22,0,0,4,357,0,712,1299
5311,5679_01,0,1,1,18,0,1,6,920,1,356,0
5312,5679_02,0,1,0,35,0,1,6,920,1,356,0
5313,5679_03,0,1,2,20,0,1,6,920,1,356,0
5314,5680_01,0,0,2,18,0,1,4,359,0,189,1609
5315,5681_01,0,1,2,66,0,1,6,921,1,643,0
5316,5684_01,0,1,2,33,0,1,1,218,1,303,0
5317,5684_02,1,1,0,48,0,1,1,218,1,303,0
5318,5684_03,1,0,0,38,0,0,1,218,1,303,2768
5319,5684_04,1,1,2,62,0,1,1,218,1,740,0
5320,5685_01,0,1,2,19,0,0,6,910,0,266,0
5321,5686_01,2,0,0,44,0,0,8,82,2,522,2374
5322,5686_02,2,0,0,25,0,0,3,180,0,522,2380
5323,5687_01,0,0,2,15,0,0,5,1179,0,1255,1975
5324,5688_01,0,0,2,20,0,1,5,1084,1,1402,1299
5325,5689_01,0,0,2,34,0,0,5,1180,0,1795,1443
5326,5692_01,2,0,2,23,0,0,4,360,0,1221,2348
5327,5693_01,0,0,2,45,0,1,5,1087,1,180,2416
5328,5695_01,0,1,2,39,0,1,6,922,1,449,0
5329,5696_01,0,1,1,33,0,1,6,911,0,1268,0
5330,5698_01,0,0,2,14,0,0,5,1088,1,1377,877
5331,5698_02,0,0,2,26,0,1,6,923,1,2217,885
5332,5700_01,0,1,2,47,0,1,6,924,1,1710,0
5333,5701_01,2,1,2,27,0,1,3,173,1,706,0
5334,5702_01,0,1,0,28,0,1,6,912,0,668,0
5335,5704_01,0,1,2,22,0,1,6,913,0,323,0
5336,5705_01,0,1,2,17,0,1,6,925,1,369,0
5337,5706_01,0,0,2,16,0,1,5,1090,1,1121,1183
5338,5706_02,0,0,2,9,0,1,6,926,1,1237,0
5339,5707_01,0,0,2,15,0,1,5,1091,1,28,1002
5340,5709_01,1,0,2,33,0,1,2,215,1,33,8475
5341,5710_01,0,0,2,61,0,1,5,1092,1,1941,1262
5342,5711_01,0,0,2,19,0,0,5,1183,0,1376,856
5343,5712_01,1,1,2,61,0,1,4,371,1,1371,0
5344,5713_01,0,0,2,42,0,1,6,915,0,188,825
5345,5714_01,0,0,2,4,0,0,6,916,0,690,0
5346,5714_02,0,0,2,12,0,1,6,916,0,690,0
5347,5714_03,0,0,2,0,0,1,6,916,0,911,0
5348,5714_04,0,1,2,19,0,1,6,916,0,911,0
5349,5714_05,0,1,2,27,0,1,6,916,0,911,0
5350,5716_01,0,0,1,29,0,1,5,1093,1,1094,1328
5351,5717_01,0,0,2,59,0,1,6,917,0,753,949
5352,5718_01,0,1,2,20,0,1,6,927,1,1107,0
5353,5719_01,0,0,2,70,0,1,6,918,0,2049,908
5354,5719_02,0,1,2,3,0,0,6,918,0,2049,0
5355,5721_01,1,1,2,37,0,1,1,219,1,1371,0
5356,5721_02,1,0,2,58,0,0,1,219,1,1371,6306
5357,5722_01,0,0,2,44,0,0,6,928,1,1068,2367
5358,5723_01,2,1,2,24,0,0,4,372,1,1630,0
5359,5724_01,0,1,1,20,0,1,6,919,0,1996,0
5360,5725_01,0,0,2,24,0,1,5,1094,1,1101,1392
5361,5726_01,1,1,0,27,0,1,1,192,0,586,0
5362,5727_01,0,0,0,28,0,0,6,920,0,1779,711
5363,5728_01,0,0,2,24,0,0,5,1185,0,2195,804
5364,5729_01,2,1,2,29,0,1,5,1186,0,1306,0
5365,5730_01,0,0,2,25,0,0,5,1187,0,1351,2151
5366,5732_01,0,0,2,20,0,0,6,921,0,1427,809
5367,5733_01,0,0,0,34,0,1,6,922,0,1121,1793
5368,5733_02,0,0,2,28,0,0,5,1188,0,269,1300
5369,5735_01,0,1,2,27,0,1,4,362,0,1534,0
5370,5736_01,0,0,2,23,0,0,5,1189,0,1246,620
5371,5737_01,1,0,2,39,0,1,2,216,1,1071,11911
5372,5737_02,1,0,2,35,0,1,2,216,1,1071,8694
5373,5738_01,0,1,2,18,0,1,6,929,1,1360,0
5374,5739_01,0,1,2,20,0,1,6,930,1,414,0
5375,5740_01,1,0,2,42,0,0,0,52,0,364,7652
5376,5740_02,1,0,0,32,0,0,0,52,0,16,3402
5377,5742_01,0,0,0,50,0,0,5,1096,1,1713,729
5378,5744_01,0,0,2,23,0,1,6,931,1,979,906
5379,5746_01,0,0,2,19,0,0,6,932,1,2097,5520
5380,5747_01,0,0,2,29,0,0,5,1192,0,909,762
5381,5748_01,1,0,2,35,1,0,0,53,0,825,3127
5382,5750_01,0,0,2,18,0,0,4,363,0,1480,981
5383,5751_01,0,0,1,24,0,0,6,924,0,2217,772
5384,5755_01,0,0,2,23,0,1,6,933,1,335,674
5385,5756_01,0,0,2,51,0,0,5,1194,0,580,902
5386,5756_02,0,0,2,42,0,0,5,1194,0,249,693
5387,5756_03,0,0,1,19,0,0,5,1194,0,249,721
