,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Total_Spending,Deck,Num,Side
4347,1,1,1,25,0,1,0,4,147,1
4348,1,1,0,57,0,1,0,4,176,0
4349,1,1,0,68,0,1,0,4,176,0
4350,1,0,1,26,0,0,11426,4,176,0
4351,1,0,0,52,0,0,4314,4,176,0
4352,1,0,0,36,0,0,5843,4,176,0
4353,0,0,2,41,0,0,753,1,754,1
4354,0,0,0,14,0,0,906,2,299,0
4355,0,1,2,16,0,1,0,1,755,1
4356,2,0,0,24,0,0,1173,1,734,0
4357,1,0,0,62,1,1,3375,3,153,1
4358,0,0,1,26,0,1,810,1,760,0
4359,0,0,0,45,0,0,871,0,871,0
4360,1,0,0,41,0,0,4442,4,178,0
4361,0,0,0,36,0,1,724,0,947,1
4362,0,0,1,13,0,1,3096,0,872,0
4363,1,0,0,48,0,1,9636,3,184,0
4364,1,1,0,24,0,1,0,3,184,0
4365,0,0,2,22,0,1,670,0,873,0
4366,0,0,0,39,0,1,640,0,874,0
4367,0,0,0,45,0,0,1625,2,290,1
4368,0,0,0,42,0,0,1778,1,762,0
4369,1,0,0,33,0,1,8346,4,179,0
4370,0,0,0,27,0,1,997,1,734,0
4371,0,0,0,47,0,0,788,2,302,0
4372,1,1,0,20,0,1,0,2,291,1
4373,1,1,1,32,0,1,0,3,154,1
4374,0,1,0,54,0,1,0,3,154,1
4375,0,0,0,23,0,0,2118,0,875,0
4376,0,0,0,9,0,0,0,1,763,0
4377,0,0,0,17,0,0,849,1,756,1
4378,1,0,0,26,0,0,4152,5,147,0
4379,1,0,0,38,0,0,7396,5,147,0
4380,0,0,0,24,0,0,703,0,876,0
4381,0,0,0,30,0,1,2525,0,948,1
4382,0,1,1,2,0,0,0,1,757,1
4383,0,1,0,4,0,1,0,1,757,1
4384,0,1,0,9,0,0,0,1,757,1
4385,0,0,0,30,0,0,3437,0,948,1
4386,0,1,0,5,0,0,0,1,757,1
4387,0,0,0,2,0,0,0,1,757,1
4388,1,0,0,32,0,0,7833,4,148,1
4389,1,1,0,53,0,1,0,4,148,1
4390,1,0,0,46,0,1,4169,1,734,0
4391,0,1,0,2,0,1,0,1,765,0
4392,0,1,0,1,0,1,0,1,765,0
4393,0,1,0,11,0,1,0,1,765,0
4394,0,0,1,3,0,1,0,1,765,0
4395,0,1,0,33,0,1,0,1,765,0
4396,0,1,1,3,0,1,0,1,765,0
4397,0,0,0,38,0,0,994,2,303,0
4398,0,1,2,21,0,0,0,1,758,1
4399,0,1,0,41,0,1,0,1,734,0
4400,1,1,1,64,0,1,0,4,180,0
4401,1,1,1,27,1,1,0,4,180,0
4402,0,1,1,41,0,0,0,1,759,1
4403,0,0,0,19,0,0,639,0,950,1
4404,0,0,0,42,0,1,1804,1,760,1
4405,1,0,1,30,0,0,5882,4,150,1
4406,0,0,0,38,0,0,870,0,951,1
4407,1,0,0,63,0,1,7670,4,181,0
4408,2,0,0,17,0,0,40,5,155,1
4409,2,1,0,2,0,1,0,0,952,1
4410,2,0,0,19,0,1,0,0,952,1
4411,2,0,0,37,0,0,1182,5,155,1
4412,2,0,0,50,0,1,1128,0,878,0
4413,0,0,0,38,0,1,787,1,768,0
4414,1,0,0,28,1,1,4889,4,182,0
4415,1,1,0,35,0,1,0,3,156,1
4416,1,0,0,27,0,0,15815,1,734,0
4417,0,0,0,15,0,0,756,1,769,0
4418,1,0,0,29,1,0,6659,3,186,0
4419,1,1,1,65,0,1,0,3,186,0
4420,0,0,1,27,0,1,701,0,881,0
4421,2,0,0,0,0,1,0,0,882,0
4422,2,0,0,21,0,0,3149,0,882,0
4423,2,1,0,19,0,1,0,0,882,0
4424,2,1,0,39,0,1,0,0,883,0
4425,0,0,1,60,0,0,0,0,955,1
4426,1,0,1,30,0,0,6131,5,156,1
4427,0,1,0,30,0,0,0,1,762,1
4428,0,1,0,40,0,1,0,1,762,1
4429,2,0,0,26,0,0,1047,2,304,0
4430,0,0,1,38,0,0,2717,0,957,1
4431,2,0,0,22,0,1,2599,0,958,1
4432,2,0,0,24,0,0,2115,2,293,1
4433,2,0,0,65,0,0,1504,0,959,1
4434,0,1,2,61,0,1,0,1,764,1
4435,0,0,0,20,0,0,1244,0,885,0
4436,0,1,0,24,0,0,0,1,765,1
4437,0,1,0,16,0,0,0,1,766,1
4438,2,1,0,35,0,1,0,2,305,0
4439,0,0,0,21,0,1,864,0,887,0
4440,0,1,0,23,0,1,0,1,771,0
4441,0,0,1,17,0,1,764,0,888,0
4442,0,0,2,24,0,0,1068,0,888,0
4443,0,0,1,27,0,0,889,1,767,1
4444,1,0,0,26,0,1,3687,4,187,0
4445,1,0,1,26,0,1,5416,4,187,0
4446,1,0,0,20,0,1,3904,4,187,0
4447,1,1,0,28,0,1,0,4,187,0
4448,1,0,0,37,0,1,2252,4,187,0
4449,2,0,0,23,0,0,1289,0,889,0
4450,2,1,0,49,0,1,0,0,889,0
4451,1,0,0,50,0,0,7556,3,158,1
4452,1,1,0,4,0,1,0,4,151,1
4453,1,1,0,32,0,1,0,4,151,1
4454,1,0,0,44,0,1,0,4,151,1
4455,0,0,0,20,0,1,5648,2,294,1
4456,2,0,0,30,0,0,1573,0,893,0
4457,2,0,0,29,0,0,7347,0,893,0
4458,0,0,0,22,0,1,926,1,773,0
4459,2,1,0,35,0,1,0,0,961,1
4460,2,0,1,0,0,1,0,0,961,1
4461,2,0,0,6,0,1,0,0,961,1
4462,1,0,0,38,0,1,4819,2,306,0
4463,1,0,0,34,0,1,2124,4,152,1
4464,1,1,1,34,0,1,0,4,152,1
4465,0,0,0,24,0,0,627,1,775,0
4466,2,0,0,53,0,0,765,5,149,0
4467,1,0,0,28,0,0,2174,6,57,0
4468,1,0,0,31,0,0,3765,6,57,0
4469,2,0,2,56,0,0,1760,0,964,1
4470,2,0,0,36,0,0,1304,0,895,0
4471,0,0,1,30,0,0,791,2,307,0
4472,2,1,0,32,0,1,0,0,965,1
4473,1,1,1,44,0,1,0,4,188,0
4474,1,1,1,54,0,1,0,4,188,0
4475,0,0,0,24,0,0,2524,0,896,0
4476,0,0,0,44,0,0,871,0,966,1
4477,0,0,0,25,0,0,719,0,897,0
4478,2,1,0,35,0,1,0,0,968,1
4479,2,0,0,29,0,1,1191,0,969,1
4480,0,0,0,22,0,1,846,2,308,0
4481,0,1,0,22,0,1,0,1,776,0
4482,0,0,1,22,0,1,593,0,900,0
4483,0,1,2,18,0,1,0,0,900,0
4484,0,0,1,22,0,0,629,0,971,1
4485,0,0,0,52,0,1,1714,1,777,0
4486,2,1,0,0,0,1,0,0,972,1
4487,2,1,0,1,0,1,0,0,972,1
4488,2,0,0,34,0,0,2132,0,972,1
4489,2,1,0,6,0,1,0,0,972,1
4490,0,0,0,22,0,1,784,1,778,0
4491,0,1,0,31,0,1,0,1,779,0
4492,1,0,0,31,0,0,2083,6,58,0
4493,2,0,0,20,0,0,1014,2,309,0
4494,2,1,0,25,0,1,0,2,309,0
4495,1,1,1,23,0,1,0,1,734,0
4496,1,0,0,53,0,0,18934,4,189,0
4497,1,0,1,32,0,0,4338,4,189,0
4498,1,1,1,27,0,1,0,4,189,0
4499,1,0,1,48,0,0,12158,4,189,0
4500,1,0,0,37,0,1,12902,6,43,1
4501,2,1,0,21,0,1,0,0,903,0
4502,1,1,1,29,0,1,0,3,159,1
4503,1,1,0,46,1,1,0,3,160,1
4504,0,0,0,19,0,0,765,1,780,0
4505,0,0,0,22,0,0,778,0,904,0
4506,1,0,0,54,1,0,4519,3,189,0
4507,0,0,0,43,0,1,1706,1,781,0
4508,0,1,0,18,0,1,0,1,782,0
4509,1,0,1,36,0,0,4888,2,310,0
4510,1,0,0,20,0,1,5075,2,310,0
4511,0,0,0,63,0,0,703,0,974,1
4512,0,0,0,50,0,1,902,0,905,0
4513,2,0,0,13,0,1,1586,1,734,0
4514,2,1,0,43,0,1,0,2,311,0
4515,0,1,2,16,0,1,0,1,783,0
4516,2,1,0,31,0,1,0,0,975,1
4517,2,1,0,0,0,1,0,0,975,1
4518,2,1,0,10,0,1,0,0,975,1
4519,0,1,0,10,0,0,0,1,773,1
4520,0,0,0,55,0,0,1046,0,977,1
4521,0,0,0,18,0,1,1362,0,906,0
4522,0,0,0,7,0,1,0,1,785,0
4523,0,1,0,1,0,1,0,1,785,0
4524,0,0,0,44,0,0,887,1,776,1
4525,2,0,0,27,0,0,1297,2,299,1
4526,0,0,2,20,0,0,806,1,734,0
4527,1,0,1,49,0,1,7862,4,190,0
4528,0,1,1,22,0,1,0,1,788,0
4529,0,0,1,21,0,1,603,0,907,0
4530,2,0,0,26,0,0,1157,0,979,1
4531,2,0,0,65,0,1,1056,5,150,0
4532,2,1,0,20,0,1,0,0,980,1
4533,2,1,1,0,0,1,0,0,981,1
4534,2,1,0,16,0,1,0,0,981,1
4535,0,1,0,22,0,1,0,0,981,1
4536,2,0,0,0,0,1,0,0,981,1
4537,0,0,0,21,0,0,784,1,777,1
4538,0,1,2,30,0,1,0,1,789,0
4539,0,0,1,14,0,1,919,1,778,1
4540,2,0,0,45,0,0,1238,0,982,1
4541,0,0,0,22,0,0,804,0,983,1
4542,2,1,0,21,0,1,0,0,984,1
4543,0,0,0,37,0,0,983,2,301,1
4544,2,1,0,29,0,1,0,1,734,0
4545,2,0,0,29,1,1,1925,0,911,0
4546,0,0,0,21,0,1,820,0,912,0
4547,0,0,0,52,0,0,717,0,913,0
4548,0,1,0,36,0,1,0,0,915,0
4549,1,1,1,59,0,1,0,3,192,0
4550,1,0,0,21,0,0,3606,3,192,0
4551,1,0,0,25,0,0,16843,3,192,0
4552,2,0,0,23,0,0,2578,5,152,0
4553,1,1,1,36,0,1,0,2,302,1
4554,0,0,0,38,0,0,788,2,314,0
4555,0,1,0,0,0,1,0,1,791,0
4556,0,0,0,19,0,1,803,0,917,0
4557,0,0,0,30,0,1,801,0,986,1
4558,0,0,0,23,0,1,887,1,792,0
4559,0,0,0,55,0,1,446,1,792,0
4560,0,0,2,44,0,1,636,0,918,0
4561,1,0,0,30,0,0,4922,4,153,1
4562,0,0,0,39,0,1,777,0,920,0
4563,0,0,1,19,0,0,423,1,782,1
4564,0,0,0,24,0,0,888,1,783,1
4565,1,0,0,37,0,0,3778,7,2,0
4566,0,0,1,24,0,0,755,1,784,1
4567,0,0,0,17,0,1,2019,0,922,0
4568,0,0,0,17,0,1,788,2,304,1
4569,0,0,1,14,0,0,184,1,785,1
4570,0,0,2,13,0,0,611,0,990,1
4571,1,0,1,35,0,1,5015,4,191,0
4572,2,0,0,32,0,1,1309,0,925,0
4573,2,1,0,18,0,1,0,0,925,0
4574,0,0,0,21,0,1,647,0,926,0
4575,2,0,0,25,0,0,1227,0,927,0
4576,2,0,0,36,0,0,1910,0,929,0
4577,0,0,0,20,0,0,888,1,786,1
4578,0,0,1,22,0,0,1434,1,787,1
4579,2,1,0,27,0,1,0,2,315,0
4580,1,0,0,24,0,0,3897,3,193,0
4581,0,1,0,38,0,1,0,1,788,1
4582,2,1,0,23,0,0,0,2,316,0
4583,2,0,0,21,0,1,1289,0,930,0
4584,0,0,0,18,0,0,3062,0,931,0
4585,0,0,0,20,0,1,1527,0,991,1
4586,1,1,0,28,0,1,0,4,192,0
4587,0,0,2,57,0,0,767,1,794,0
4588,0,0,1,10,0,1,0,1,795,0
4589,0,0,0,23,0,1,874,0,932,0
4590,1,1,0,22,0,1,0,3,194,0
4591,1,1,1,24,0,1,0,3,194,0
4592,0,0,0,52,0,0,1817,1,796,0
4593,0,1,1,31,0,1,0,1,797,0
4594,0,1,1,15,0,1,0,1,789,1
4595,0,0,0,40,0,0,1108,0,992,1
4596,0,0,0,18,0,0,2152,0,993,1
4597,0,0,0,28,0,1,891,0,933,0
4598,0,1,0,40,0,1,0,1,799,0
4599,0,0,2,32,0,1,706,1,799,0
4600,0,0,2,35,0,0,684,0,994,1
4601,0,0,0,52,0,0,848,1,790,1
4602,0,0,0,34,0,0,996,2,305,1
4603,0,1,0,46,0,0,0,1,791,1
4604,0,0,1,23,0,0,2266,0,995,1
4605,0,0,0,44,0,0,790,2,317,0
4606,0,0,1,59,0,0,600,0,997,1
4607,1,0,0,42,0,0,4732,2,306,1
4608,0,0,0,18,0,0,702,0,998,1
4609,2,0,0,29,0,0,3370,5,160,1
4610,2,1,0,15,0,1,0,0,999,1
4611,2,0,0,19,0,1,1333,0,1000,1
4612,0,1,2,49,0,0,0,1,793,1
4613,2,1,0,19,0,1,0,0,1001,1
4614,1,0,1,36,1,1,11737,3,195,0
4615,0,1,1,59,0,1,0,1,794,1
4616,0,1,1,24,0,1,0,1,802,0
4617,2,1,0,4,0,1,0,0,935,0
4618,2,1,0,20,0,1,0,0,935,0
4619,2,0,0,24,0,1,1041,0,935,0
4620,2,0,1,31,0,0,1472,0,1002,1
4621,2,0,0,23,0,1,5915,0,936,0
4622,2,0,0,3,0,1,0,0,937,0
4623,2,1,0,22,0,1,0,0,937,0
4624,2,0,0,20,0,1,0,0,937,0
4625,2,0,0,0,0,1,0,0,937,0
4626,2,1,1,13,0,1,0,0,1004,1
4627,1,1,0,47,0,1,0,3,161,1
4628,1,0,0,51,0,1,3677,3,161,1
4629,2,0,0,22,0,1,867,5,161,1
4630,2,1,1,3,0,1,0,0,1005,1
4631,2,0,0,4,0,1,0,0,938,0
4632,0,0,0,16,0,0,2093,0,938,0
4633,2,0,0,24,0,0,2204,0,938,0
4634,2,1,0,1,0,1,0,0,938,0
4635,0,0,0,31,0,0,1456,0,1006,1
4636,0,0,0,34,0,0,1708,1,803,0
4637,0,0,1,20,0,1,847,1,804,0
4638,0,0,0,19,0,1,2077,0,1007,1
4639,0,1,0,19,0,1,0,1,805,0
4640,2,0,0,35,0,0,1820,0,1008,1
4641,0,1,0,3,0,1,0,1,806,0
4642,0,1,0,36,0,1,0,1,806,0
4643,2,1,0,20,0,1,0,0,1009,1
4644,1,0,1,24,0,1,2444,6,60,0
4645,1,0,1,58,0,0,6378,6,60,0
4646,1,0,0,56,0,0,3776,6,60,0
4647,0,1,2,27,0,1,0,1,798,1
4648,0,1,0,25,0,0,0,1,799,1
4649,0,1,2,39,0,0,0,1,800,1
4650,2,0,0,43,0,1,1346,0,1010,1
4651,2,1,0,42,0,1,0,0,939,0
4652,0,0,0,24,0,1,1758,1,808,0
4653,0,1,0,19,0,1,0,1,809,0
4654,0,0,0,32,0,0,709,1,810,0
4655,2,0,0,32,0,1,1328,0,942,0
4656,0,1,0,61,0,1,0,1,811,0
4657,2,0,0,64,0,0,2397,5,154,0
4658,0,0,0,21,0,0,1670,2,308,1
4659,0,0,2,26,0,0,1385,0,943,0
4660,1,0,1,35,0,1,4635,3,162,1
4661,0,0,0,43,0,0,997,2,309,1
4662,0,1,1,3,0,1,0,1,803,1
4663,1,0,0,56,0,0,10554,6,44,1
4664,1,1,1,45,0,1,0,1,734,0
4665,0,1,2,25,0,1,0,1,813,0
4666,0,0,0,12,0,1,0,1,813,0
4667,0,1,2,2,0,1,0,1,813,0
4668,0,0,0,46,0,1,870,0,945,0
4669,0,0,0,32,0,0,2993,0,945,0
4670,0,0,0,20,0,0,645,0,1015,1
4671,0,1,2,24,0,0,0,1,804,1
4672,0,0,0,28,0,0,882,1,805,1
4673,0,0,0,12,0,0,0,1,805,1
4674,0,0,0,11,0,0,0,1,805,1
4675,0,0,0,16,0,1,776,0,946,0
4676,0,0,2,29,0,1,0,1,814,0
4677,0,0,0,24,0,0,709,1,814,0
4678,0,0,0,22,0,1,720,0,1016,1
4679,0,0,0,21,0,1,786,1,816,0
4680,0,0,0,38,0,0,787,2,310,1
4681,1,1,0,35,0,0,0,3,164,1
4682,0,0,0,79,0,0,815,1,806,1
4683,0,0,2,22,0,0,546,0,1018,1
4684,0,0,1,42,0,1,924,1,807,1
4685,2,1,0,34,0,1,0,0,949,0
4686,1,1,0,52,0,1,0,4,156,1
4687,0,1,0,43,0,1,0,1,818,0
4688,0,0,0,30,0,0,1914,0,950,0
4689,0,1,0,35,0,1,0,1,808,1
4690,0,1,0,18,0,0,0,1,809,1
4691,1,1,0,27,0,1,0,3,165,1
4692,0,0,0,46,0,0,901,0,1019,1
4693,1,1,0,15,0,1,0,3,166,1
4694,1,1,1,44,0,1,0,3,166,1
4695,1,0,0,20,0,0,3507,3,166,1
4696,2,0,0,35,0,0,1443,0,951,0
4697,2,1,0,19,0,1,0,0,952,0
4698,2,1,0,47,0,1,0,0,1020,1
4699,2,0,0,26,1,0,1749,0,1021,1
4700,0,1,1,24,0,1,0,1,811,1
4701,0,0,0,23,0,1,2102,0,953,0
4702,0,0,0,26,0,0,2788,5,162,1
4703,2,1,0,5,0,1,0,0,1022,1
4704,1,0,1,35,0,0,7503,4,194,0
4705,2,0,0,18,0,0,1432,0,1023,1
4706,2,1,0,32,0,1,0,0,954,0
4707,0,1,0,13,0,1,0,1,812,1
4708,0,0,0,15,0,0,697,0,955,0
4709,0,0,2,18,0,1,671,0,956,0
4710,1,0,0,41,0,1,5087,3,167,1
4711,0,0,1,36,0,0,486,1,813,1
4712,0,0,0,33,0,0,1101,0,1024,1
4713,0,0,1,41,0,0,792,2,321,0
4714,1,0,1,47,0,0,6422,6,61,0
4715,1,1,0,32,0,1,0,2,322,0
4716,0,0,0,36,0,0,4220,1,824,0
4717,0,1,0,13,0,1,0,1,825,0
4718,0,1,2,34,0,0,0,1,814,1
4719,0,0,0,24,0,0,908,1,814,1
4720,2,0,0,16,0,0,2685,0,958,0
4721,2,1,0,12,0,1,0,0,958,0
4722,2,0,0,24,0,1,1288,0,958,0
4723,2,0,0,35,0,0,1309,0,958,0
4724,1,0,0,26,0,0,19036,4,195,0
4725,1,0,1,39,0,0,6526,4,195,0
4726,0,0,0,18,0,1,736,0,1026,1
4727,0,0,0,23,0,0,784,1,826,0
4728,0,1,2,29,0,1,0,1,826,0
4729,0,0,0,38,0,1,0,1,734,0
4730,0,0,0,31,0,0,868,0,1028,1
4731,2,0,0,49,0,0,1299,2,324,0
4732,2,1,0,17,0,1,0,0,961,0
4733,2,0,1,23,0,1,2594,0,961,0
4734,0,1,1,15,0,1,0,1,816,1
4735,2,1,0,11,0,1,0,0,963,0
4736,2,0,2,30,1,0,1482,0,963,0
4737,2,1,0,42,0,1,0,0,963,0
4738,0,0,1,21,0,0,639,0,1030,1
4739,1,1,1,41,0,1,0,4,157,1
4740,1,1,0,14,0,1,0,4,157,1
4741,1,0,1,27,0,0,2258,4,157,1
4742,1,0,1,29,1,0,10077,4,157,1
4743,1,1,0,25,0,1,0,4,196,0
4744,1,0,0,54,0,1,8420,4,196,0
4745,0,0,0,46,0,0,996,2,325,0
4746,0,0,0,18,0,1,810,1,830,0
4747,1,0,1,22,0,0,7474,6,62,0
4748,1,1,1,29,0,1,0,2,326,0
4749,1,0,1,26,0,0,3697,2,326,0
4750,0,0,1,36,0,1,2152,0,964,0
4751,0,0,0,19,0,1,0,2,314,1
4752,0,0,2,56,0,0,1379,0,965,0
4753,0,0,0,20,0,1,722,0,966,0
4754,0,0,0,10,0,0,0,1,817,1
4755,0,1,2,14,0,0,0,1,817,1
4756,2,1,1,27,0,1,0,0,1033,1
4757,2,0,0,35,0,0,5916,0,967,0
4758,0,0,0,13,0,0,5208,1,818,1
4759,0,0,0,21,0,0,703,0,969,0
4760,0,1,0,22,0,0,0,1,820,1
4761,1,1,0,29,0,0,0,2,315,1
4762,1,0,0,32,0,0,20228,2,315,1
4763,0,0,0,20,0,1,565,0,970,0
4764,2,0,0,44,0,0,2598,0,1036,1
4765,0,0,1,22,0,1,1768,0,972,0
4766,1,0,0,39,0,0,8050,3,170,1
4767,1,0,0,19,0,1,3791,3,170,1
4768,0,0,0,0,0,0,0,1,821,1
4769,0,1,0,0,0,0,0,1,821,1
4770,0,0,2,12,0,1,0,1,821,1
4771,0,1,0,7,0,0,0,1,821,1
4772,0,0,2,32,0,0,793,2,316,1
4773,0,0,0,11,0,1,0,1,821,1
4774,0,0,1,18,0,0,3064,0,973,0
4775,1,0,1,49,1,0,8056,4,158,1
4776,2,1,0,61,0,1,0,0,1038,1
4777,0,1,1,7,0,1,0,1,823,1
4778,0,0,0,25,0,1,852,1,823,1
4779,0,0,1,51,0,1,712,0,1039,1
4780,1,1,0,56,0,1,0,2,317,1
4781,0,0,0,31,0,1,753,1,833,0
4782,0,1,2,16,0,1,0,1,734,0
4783,0,1,0,29,0,1,0,1,834,0
4784,0,1,2,17,0,1,0,1,825,1
4785,0,0,2,47,0,1,741,1,835,0
4786,1,0,0,25,0,0,4307,3,171,1
4787,1,0,0,28,0,0,5495,3,171,1
4788,1,0,0,32,0,0,2924,3,171,1
4789,1,1,1,56,0,1,0,4,198,0
4790,1,1,1,25,0,1,0,4,198,0
4791,1,1,0,13,0,1,0,4,198,0
4792,1,1,0,41,0,1,0,4,199,0
4793,1,1,1,28,0,1,0,4,199,0
4794,2,1,0,25,0,1,0,0,980,0
4795,2,1,0,11,0,1,0,0,980,0
4796,2,0,0,20,0,0,0,2,320,1
4797,0,0,0,24,0,1,875,0,981,0
4798,0,0,0,41,0,0,705,0,1044,1
4799,0,0,1,29,0,0,760,0,982,0
4800,1,1,1,59,0,1,0,4,200,0
4801,0,0,0,31,0,1,892,1,837,0
4802,0,0,0,16,0,0,2055,0,983,0
4803,2,0,0,65,0,0,1158,0,1045,1
4804,2,0,0,21,0,1,2833,0,1045,1
4805,0,1,0,27,0,1,0,1,827,1
4806,0,1,0,37,0,1,0,1,838,0
4807,0,0,0,42,0,0,5526,1,828,1
4808,0,0,1,36,0,1,846,1,829,1
4809,0,1,2,24,0,0,0,1,829,1
4810,0,1,2,24,0,1,0,1,829,1
4811,0,0,1,19,0,0,660,0,1046,1
4812,0,0,0,26,0,0,948,0,1046,1
4813,0,1,1,19,0,1,0,1,829,1
4814,0,0,0,26,0,0,1529,0,1046,1
4815,0,0,0,35,0,0,868,0,1046,1
4816,0,0,1,24,0,0,704,0,984,0
4817,0,0,0,9,0,1,0,1,839,0
4818,1,0,1,40,0,1,4137,6,47,1
4819,0,1,2,23,0,1,0,1,840,0
4820,2,0,0,4,0,1,0,0,1050,1
4821,2,0,0,20,0,0,1801,0,1050,1
4822,2,1,0,21,0,1,0,0,1050,1
4823,2,0,0,4,0,1,0,0,1050,1
4824,0,1,0,19,0,1,0,1,830,1
4825,0,1,0,18,0,1,0,1,841,0
4826,0,0,1,26,0,1,796,0,986,0
4827,0,0,0,13,0,0,1053,0,1051,1
4828,0,1,0,16,0,1,0,1,831,1
4829,2,1,0,14,0,1,0,0,1052,1
4830,1,0,0,40,0,0,3402,3,199,0
4831,2,0,0,34,1,0,1048,2,321,1
4832,1,1,1,21,0,1,0,3,200,0
4833,1,0,0,29,0,1,5841,3,200,0
4834,0,0,0,40,0,1,907,1,844,0
4835,0,0,0,16,0,0,62,0,1054,1
4836,0,0,0,37,0,0,888,1,832,1
4837,2,1,1,41,0,1,0,5,156,0
4838,2,1,1,16,0,1,0,0,988,0
4839,2,0,1,39,0,0,1305,0,988,0
4840,0,1,0,30,0,1,0,2,322,1
4841,0,0,0,40,0,1,864,2,322,1
4842,0,0,0,63,0,1,645,0,989,0
4843,2,0,0,32,0,1,883,5,163,1
4844,0,0,0,47,0,0,1087,0,990,0
4845,0,0,1,23,0,0,720,0,1056,1
4846,0,0,0,23,0,0,698,0,991,0
4847,2,1,0,19,0,1,0,0,1057,1
4848,1,1,1,44,0,1,0,4,159,1
4849,1,0,0,29,0,0,6680,4,159,1
4850,0,0,0,21,0,0,783,1,834,1
4851,0,0,0,23,0,0,792,2,323,1
4852,1,0,0,26,1,1,0,3,201,0
4853,1,1,1,47,0,1,0,4,160,1
4854,0,1,2,20,0,1,0,1,835,1
4855,1,0,0,48,0,1,0,3,175,1
4856,0,1,0,4,0,1,0,1,836,1
4857,0,0,0,25,0,1,704,1,836,1
4858,0,0,0,0,0,1,0,1,837,1
4859,2,0,0,29,0,0,1359,2,330,0
4860,0,0,0,21,0,0,723,0,1058,1
4861,0,0,0,20,0,0,954,2,324,1
4862,0,0,0,34,0,0,815,1,838,1
4863,0,1,0,9,0,1,0,1,838,1
4864,0,1,0,12,0,0,0,1,838,1
4865,0,0,0,13,0,0,1513,0,994,0
4866,2,1,0,27,0,1,0,0,995,0
4867,1,0,0,34,0,1,3994,4,202,0
4868,1,1,0,18,0,1,0,3,176,1
4869,1,1,1,16,0,1,0,3,176,1
4870,0,1,0,43,0,1,0,1,839,1
4871,0,1,0,0,0,0,0,1,839,1
4872,0,0,0,20,0,1,788,2,325,1
4873,2,0,0,45,0,0,1308,0,1059,1
4874,1,0,0,35,0,0,4141,5,158,0
4875,0,0,0,21,0,0,2151,0,1060,1
4876,0,1,0,14,0,1,0,1,840,1
4877,0,0,2,46,0,0,550,0,1061,1
4878,0,0,0,22,0,0,1500,0,997,0
4879,0,0,0,2,0,1,0,1,845,0
4880,0,0,0,3,0,1,0,1,845,0
4881,0,1,1,28,0,1,0,1,841,1
4882,0,0,2,60,0,0,1075,0,1062,1
4883,0,0,2,48,0,0,771,1,841,1
4884,0,0,1,18,0,1,827,2,331,0
4885,0,0,0,31,0,0,1385,0,998,0
4886,1,1,1,26,0,1,0,4,163,1
4887,1,0,1,41,0,0,7747,4,163,1
4888,0,0,0,26,0,1,716,0,999,0
4889,0,0,0,29,0,1,736,0,1063,1
4890,0,0,0,24,0,0,1605,2,332,0
4891,0,0,0,25,0,1,923,0,1064,1
4892,0,0,1,0,0,0,0,1,842,1
4893,0,1,0,30,0,0,0,1,843,1
4894,1,1,1,18,0,1,0,3,177,1
4895,1,1,1,32,0,1,0,3,177,1
4896,0,0,0,28,0,0,2414,0,1000,0
4897,2,0,0,21,0,0,2578,5,165,1
4898,0,0,0,25,0,0,689,0,1065,1
4899,2,0,1,47,0,1,299,0,1002,0
4900,2,1,2,24,0,1,0,0,1002,0
4901,2,1,0,8,0,1,0,0,1002,0
4902,0,0,0,24,0,0,1500,0,1003,0
4903,2,1,0,30,0,1,0,2,334,0
4904,0,1,2,24,0,1,0,1,848,0
4905,0,1,0,13,0,1,0,1,849,0
4906,0,0,0,16,0,0,990,2,335,0
4907,2,0,0,23,0,1,1855,0,1004,0
4908,2,0,0,16,0,1,2639,0,1067,1
4909,0,0,0,29,0,0,908,1,844,1
4910,0,0,0,46,0,1,995,2,326,1
4911,0,1,2,13,0,0,0,1,845,1
4912,0,1,0,22,0,1,0,1,852,0
4913,0,1,0,29,0,1,0,1,853,0
4914,0,1,0,46,0,1,0,1,854,0
4915,0,0,0,24,0,1,1235,0,1005,0
4916,0,1,0,33,0,1,0,1,855,0
4917,2,0,0,38,0,0,1574,0,1006,0
4918,0,1,0,57,0,1,0,1,847,1
4919,0,0,0,24,0,1,703,0,1070,1
4920,0,0,0,38,0,1,2330,1,848,1
4921,0,0,0,28,0,1,834,1,856,0
4922,2,0,0,25,0,0,1014,2,327,1
4923,2,1,0,22,0,1,0,0,1007,0
4924,2,0,0,33,0,1,2623,0,1071,1
4925,0,0,0,35,0,1,1571,0,1008,0
4926,0,0,0,24,0,1,802,0,1009,0
4927,1,1,0,31,0,1,0,3,202,0
4928,1,1,0,16,0,1,0,3,202,0
4929,1,1,0,28,0,1,0,1,734,0
4930,1,0,1,8,0,1,0,3,202,0
4931,2,1,0,20,0,1,0,0,1010,0
4932,2,0,0,26,0,0,1057,5,159,0
4933,1,0,1,43,0,0,3394,3,178,1
4934,1,0,0,70,0,1,3598,4,204,0
4935,0,1,1,17,0,1,0,1,849,1
4936,0,1,0,14,0,1,0,1,850,1
4937,0,1,0,21,0,1,0,1,858,0
4938,0,0,1,37,0,1,649,0,1012,0
4939,0,0,0,15,0,0,1102,0,1073,1
4940,1,0,1,20,0,0,2373,6,64,0
4941,1,0,1,36,1,0,12535,4,205,0
